# Observation File: observation.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: subsurface mass flux
# Region: west
# Functional: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: total component concentration
# Region: BTC obs
# Functional: point
# Variable: total_component_concentration
# Number of Vectors: 2
# -----------------------------------------------------------------------------
# Observation Name: tcc last column
# Region: BTC all
# Functional: extensive integral
# Variable: total_component_concentration
# Number of Vectors: 2
# =============================================================================
"time [s]" "subsurface mass flux" "total component concentration tracer1" "total component concentration tracer2" "tcc last column tracer1" "tcc last column tracer2"
7.950000000000e+04 0.000000000000e+00 nan nan 4.641735341898e+00 1.322182213095e+01
7.980000000000e+04 0.000000000000e+00 nan nan 4.602151633180e+00 1.312921867803e+01
8.010000000000e+04 0.000000000000e+00 nan nan 4.562907241893e+00 1.303719361171e+01
8.040000000000e+04 0.000000000000e+00 nan nan 4.523999108179e+00 1.294574410135e+01
8.070000000000e+04 0.000000000000e+00 nan nan 4.485424207947e+00 1.285486732896e+01
8.100000000000e+04 0.000000000000e+00 nan nan 4.447179552072e+00 1.276456048851e+01
8.130000000000e+04 0.000000000000e+00 nan nan 4.409262185628e+00 1.267482078542e+01
8.160000000000e+04 0.000000000000e+00 nan nan 4.371669187148e+00 1.258564543602e+01
8.190000000000e+04 0.000000000000e+00 nan nan 4.334397667911e+00 1.249703166705e+01
8.220000000000e+04 0.000000000000e+00 nan nan 4.297444771260e+00 1.240897671522e+01
8.250000000000e+04 0.000000000000e+00 nan nan 4.260807671941e+00 1.232147782680e+01
8.280000000000e+04 0.000000000000e+00 nan nan 4.224483575474e+00 1.223453225723e+01
8.310000000000e+04 0.000000000000e+00 nan nan 4.188469717538e+00 1.214813727076e+01
8.340000000000e+04 0.000000000000e+00 nan nan 4.152763363388e+00 1.206229014010e+01
8.370000000000e+04 0.000000000000e+00 nan nan 4.117361807283e+00 1.197698814619e+01
8.400000000000e+04 0.000000000000e+00 nan nan 4.082262371944e+00 1.189222857784e+01
